hotspot_geometry,hotspot_tag,hotspot_location
"POLYGON ((-6.1248277 53.4081369, -6.123995 53.4083769, -6.1240575 53.4078059, -6.1239855 53.4076599, -6.1238598 53.4076941, -6.1237863 53.4075996, -6.1237528 53.4075015, -6.1239271 53.4074053, -6.1241643 53.4073831, -6.1243867 53.407433, -6.1244428 53.4075162, -6.124494 53.4075922, -6.1244649 53.4075988, -6.1244997 53.4076604, -6.1245024 53.4076716, -6.1245883 53.407666, -6.1247545 53.4079186, -6.1246955 53.4079394, -6.1248277 53.4081369))",parking,
"POLYGON ((-6.1038975 53.5131852, -6.1034741 53.5133293, -6.1033201 53.513406, -6.1032318 53.5134531, -6.1032024 53.5134976, -6.1032069 53.5135487, -6.1032658 53.5136147, -6.1033858 53.5137036, -6.1035284 53.513818, -6.1032295 53.5141075, -6.1033722 53.5141722, -6.1037174 53.51382, -6.1036708 53.5138007, -6.1038352 53.5136606, -6.1036764 53.5135948, -6.1038697 53.5134301, -6.1040274 53.5134956, -6.1040816 53.5134495, -6.1042286 53.5135105, -6.1043753 53.5133925, -6.1044003 53.5133037, -6.104398 53.5132592, -6.104364 53.5132161, -6.1042848 53.5131731, -6.1042146 53.5131434, -6.1040923 53.5131313, -6.1040153 53.5131529, -6.1038975 53.5131852))",parking,
"POLYGON ((-6.115005 53.3956701, -6.1143321 53.3959869, -6.1144574 53.3960741, -6.1145734 53.3961156, -6.1146941 53.3961405, -6.1148333 53.3961502, -6.1149307 53.3961474, -6.1150398 53.3961253, -6.115114 53.3961003, -6.1151836 53.3960658, -6.1152231 53.3960298, -6.1152486 53.3959786, -6.1152486 53.3959357, -6.1152184 53.3958638, -6.1151651 53.3958057, -6.115005 53.3956701))",parking,
"POLYGON ((-6.2304523 53.41443, -6.2295224 53.4142271, -6.2293625 53.4142272, -6.2291493 53.4142277, -6.2288679 53.4142365, -6.228722 53.4142065, -6.2283122 53.4140854, -6.2279208 53.4139958, -6.227655 53.4140256, -6.2274893 53.4140904, -6.2273063 53.4141988, -6.2271371 53.4143994, -6.2270274 53.4145965, -6.2265998 53.4148685, -6.2264427 53.4149705, -6.2263107 53.4150112, -6.2261602 53.415028, -6.225896 53.4149524, -6.2257021 53.4148656, -6.2254905 53.4148125, -6.2253931 53.4148165, -6.2252214 53.4148785, -6.2250441 53.4149812, -6.2249723 53.4150675, -6.2248275 53.4152343, -6.2248825 53.4151814, -6.2249622 53.4151329, -6.2250661 53.4151078, -6.225172 53.4151144, -6.2252595 53.4151332, -6.2253579 53.4151705, -6.2254391 53.4152516, -6.2254646 53.4153118, -6.2254671 53.4153961, -6.2280552 53.4157868, -6.2299687 53.4160717, -6.2307202 53.4161859, -6.2305073 53.4144896, -6.2304523 53.41443))",parking,Red Long Term Car Park Y & Z
"POLYGON ((-6.2458105 53.4082382, -6.24697 53.4082789, -6.2469636 53.4079021, -6.2468458 53.4078488, -6.2457957 53.407846, -6.2458105 53.4082382))",parking,
"POLYGON ((-6.141472 53.4374253, -6.141582 53.4381103, -6.1424744 53.4380595, -6.1424006 53.4376001, -6.1425795 53.4375899, -6.1425434 53.4373643, -6.1421848 53.4373847, -6.141472 53.4374253))",parking,
"POLYGON ((-6.1361684 53.437944, -6.1361162 53.4377106, -6.1358373 53.4377189, -6.1358139 53.437476, -6.1349805 53.4375667, -6.1349844 53.4376121, -6.1349939 53.4377244, -6.1350177 53.4380029, -6.1351455 53.4379985, -6.1351348 53.4379281, -6.1352689 53.4379243, -6.135254 53.4377937, -6.1353796 53.4377886, -6.1353924 53.4379186, -6.1355265 53.4379148, -6.1355329 53.4379839, -6.1361684 53.437944))",parking,
"POLYGON ((-6.1362537 53.4404283, -6.1362923 53.4402784, -6.1351805 53.4401767, -6.1351696 53.440219, -6.1348594 53.4401906, -6.1348503 53.4402258, -6.1348316 53.4402983, -6.1362537 53.4404283))",parking,
"POLYGON ((-6.1378497 53.3750898, -6.1377115 53.3751684, -6.137555 53.3752095, -6.1373789 53.3752022, -6.1372552 53.3751639, -6.1371176 53.3750933, -6.1370465 53.3751586, -6.1369712 53.3752706, -6.1369456 53.375399, -6.136939 53.3755288, -6.1369992 53.3755513, -6.1371483 53.3755914, -6.1374078 53.3756182, -6.1376579 53.3756039, -6.1378876 53.375559, -6.1380467 53.3754977, -6.1381601 53.3754378, -6.1382383 53.3753778, -6.1380656 53.3752726, -6.1380012 53.3751509, -6.1378497 53.3750898))",parking,
"POLYGON ((-6.2062508 53.4504443, -6.2062041 53.4507312, -6.2061867 53.4507989, -6.2062146 53.4508956, -6.2063651 53.4509369, -6.2067711 53.4510382, -6.2072788 53.4510987, -6.2077606 53.451115, -6.2081555 53.4510835, -6.2083161 53.4510635, -6.2083395 53.450884, -6.2083319 53.4506601, -6.2082791 53.4505146, -6.2062508 53.4504443))",parking,
"POLYGON ((-6.2098836 53.4488854, -6.2101935 53.4495337, -6.2102011 53.4495545, -6.2102043 53.4495787, -6.2101988 53.4498167, -6.2101945 53.4498438, -6.2101875 53.4498709, -6.210176 53.4498981, -6.2101541 53.4499254, -6.210129 53.4499517, -6.2100961 53.4499764, -6.2100629 53.4499933, -6.2100219 53.4500086, -6.2099729 53.4500194, -6.2099135 53.4500286, -6.2098424 53.4500333, -6.2097713 53.4500318, -6.2094847 53.4500169, -6.2096307 53.4488757, -6.2098836 53.4488854))",parking,
"POLYGON ((-6.2242661 53.4535427, -6.2240547 53.4534905, -6.2241558 53.4533453, -6.224367 53.4533975, -6.2243337 53.4534453, -6.2243615 53.453451, -6.2244325 53.4534697, -6.2243928 53.4535292, -6.2243194 53.4535122, -6.2242927 53.4535045, -6.2242661 53.4535427))",fuel,Circle K
"POLYGON ((-6.1704062 53.3564243, -6.17037 53.3563969, -6.1702672 53.3564455, -6.1700408 53.3562748, -6.1699794 53.3562286, -6.170034 53.3562028, -6.1699683 53.3561533, -6.1699858 53.3561451, -6.1700785 53.3561188, -6.1703531 53.3560741, -6.171403 53.3566362, -6.1714639 53.3566703, -6.1715194 53.3567014, -6.1715472 53.356717, -6.1711838 53.3569689, -6.1711006 53.3569083, -6.1710315 53.3569387, -6.1709404 53.356865, -6.1710002 53.3568387, -6.1706205 53.3566019, -6.1706057 53.3565883, -6.1705976 53.3565716, -6.1705958 53.3565553, -6.1705975 53.3565401, -6.1706038 53.3565246, -6.1706125 53.3565109, -6.1706274 53.3564979, -6.1706483 53.3564864, -6.1705946 53.3564459, -6.1706824 53.3564044, -6.1705923 53.3563364, -6.1704062 53.3564243))",parking,
"POLYGON ((-6.1097912 53.3891796, -6.1102666 53.3893359, -6.1107573 53.3893089, -6.1108766 53.3888544, -6.1104776 53.3888202, -6.1102339 53.3887994, -6.109979 53.3887776, -6.1097912 53.3891796))",parking,
"POLYGON ((-6.0793411 53.3881553, -6.0793357 53.3880789, -6.079062 53.3880858, -6.0790695 53.3881904, -6.0793411 53.3881553))",parking,
"POLYGON ((-6.0784469 53.386172, -6.078485 53.3861785, -6.0785321 53.3861735, -6.0785646 53.3861598, -6.078583 53.38614, -6.078761 53.3860989, -6.0790582 53.3860327, -6.0791476 53.3861336, -6.0792409 53.3862389, -6.0790449 53.3863266, -6.0790149 53.386337, -6.0789603 53.3862804, -6.078833 53.3863241, -6.0787615 53.3863501, -6.0784469 53.386172))",parking,
"POLYGON ((-6.1153264 53.3916549, -6.1151402 53.39185, -6.1167988 53.3918882, -6.1157389 53.3914749, -6.1158396 53.3916279, -6.1156685 53.3917689, -6.1153264 53.3916549))",parking,Sutton DART Station Car Park
"POLYGON ((-6.2501186 53.3567476, -6.2497709 53.3568976, -6.249142 53.3564231, -6.249617 53.3562323, -6.2497195 53.3563131, -6.2497294 53.356414, -6.2501186 53.3567476))",university,Technological University of Dublin
"POLYGON ((-6.1626028 53.4447873, -6.1620829 53.4447417, -6.1621179 53.4446, -6.1626379 53.4446457, -6.1626028 53.4447873))",parking,
"POLYGON ((-6.1701154 53.4508003, -6.1698381 53.4510835, -6.169974 53.4511306, -6.1700193 53.4510837, -6.1701949 53.4509019, -6.170249 53.4508467, -6.1701154 53.4508003))",parking,
"POLYGON ((-6.179879 53.4552172, -6.1800395 53.4552595, -6.1805299 53.4553888, -6.1807212 53.4554392, -6.1805793 53.4555969, -6.1804985 53.4556852, -6.179659 53.4554839, -6.179748 53.455376, -6.179879 53.4552172))",parking,Seabury Shopping Centre
"POLYGON ((-6.1202733 53.5121337, -6.1197078 53.511638, -6.119021 53.5118622, -6.119155 53.5121087, -6.1192647 53.5122195, -6.1193937 53.5124001, -6.1195152 53.5124973, -6.1202733 53.5121337))",parking,
"POLYGON ((-6.1123216 53.4845506, -6.1144032 53.485252, -6.1154297 53.4854895, -6.1155783 53.4855869, -6.1162803 53.4859377, -6.1167509 53.4854725, -6.1177679 53.4863039, -6.1175113 53.4867168, -6.1191655 53.4869955, -6.1195061 53.4870529, -6.119521 53.4900043, -6.1206348 53.4910116, -6.1200754 53.4909831, -6.118826 53.4909035, -6.117527 53.4908536, -6.1164616 53.4907995, -6.1146828 53.4906367, -6.11198 53.4901062, -6.1103613 53.4897884, -6.1078015 53.4894786, -6.1078531 53.4893736, -6.1082155 53.4886364, -6.1082541 53.4885578, -6.1074365 53.4883841, -6.106812 53.4876155, -6.1066789 53.4867955, -6.1057696 53.4864319, -6.1061882 53.4851723, -6.1084998 53.4854474, -6.108748 53.4847263, -6.108563 53.4846974, -6.1085795 53.4842021, -6.1086927 53.4841983, -6.1087119 53.4839678, -6.1098123 53.4840409, -6.1104389 53.4844173, -6.1123216 53.4845506))",hospital,Saint Ita's Psychiatric Hospital
"POLYGON ((-6.0992023 53.488686, -6.0990843 53.4886507, -6.0989441 53.4886688, -6.0988426 53.4887305, -6.0987397 53.4888277, -6.0985589 53.4890024, -6.098528 53.4890816, -6.0985898 53.4891681, -6.0987059 53.4892261, -6.0988653 53.4892818, -6.0989161 53.4892456, -6.0990105 53.4892804, -6.0990884 53.4893543, -6.0991342 53.4893517, -6.0991638 53.4893503, -6.0991103 53.489202, -6.0990034 53.4890907, -6.0990274 53.4890568, -6.0990904 53.4890764, -6.0992693 53.4889169, -6.0993307 53.4888332, -6.0993011 53.4887481, -6.0992023 53.488686))",parking,
"POLYGON ((-6.1197483 53.4921017, -6.1176024 53.4919591, -6.1175556 53.4921388, -6.119658 53.4923815, -6.1197483 53.4921017))",parking,
"POLYGON ((-6.1378186 53.4829552, -6.1373426 53.4828621, -6.1374379 53.4826895, -6.1375813 53.4827175, -6.1379139 53.4827825, -6.1378186 53.4829552))",parking,
"POLYGON ((-6.1762572 53.4925976, -6.1759257 53.4932472, -6.1754147 53.4931531, -6.1756945 53.4926212, -6.1761447 53.4925777, -6.1762572 53.4925976))",parking,
"POLYGON ((-6.1940915 53.3498048, -6.194137 53.3478444, -6.1940004 53.3475255, -6.1938924 53.3474449, -6.1938513 53.3474143, -6.1934289 53.3472313, -6.1933089 53.3472352, -6.1933132 53.3481883, -6.1917558 53.3481728, -6.1916537 53.3481761, -6.1914832 53.3481741, -6.1914999 53.3465479, -6.1912454 53.3464753, -6.18934 53.3464832, -6.1892793 53.3491695, -6.1900454 53.3491794, -6.1900289 53.3500891, -6.1901904 53.3501559, -6.1916937 53.350146, -6.1940356 53.3501462, -6.194172 53.3500578, -6.1941712 53.349952, -6.1940915 53.3498048))",parking,
"POLYGON ((-6.2417376 53.4284771, -6.2417374 53.4285244, -6.241376 53.4285239, -6.2413761 53.4284778, -6.2412841 53.4284776, -6.2412852 53.4281339, -6.2416063 53.4281343, -6.2416062 53.4281783, -6.2418279 53.4282731, -6.241827 53.4284772, -6.2417376 53.4284771))",parking,Church Parking
"POLYGON ((-6.2535853 53.418495, -6.2535331 53.4184097, -6.253386 53.4183682, -6.2531759 53.4183698, -6.2530555 53.4183969, -6.2529793 53.4183443, -6.2519705 53.4182215, -6.2517725 53.4182757, -6.2535853 53.418495))",parking,Planespotting
"POLYGON ((-6.1845845 53.5614918, -6.1845808 53.5615272, -6.1845691 53.5615674, -6.184531 53.5616988, -6.184518 53.5617534, -6.1844377 53.5617567, -6.1844742 53.5618935, -6.1844754 53.5619272, -6.1847919 53.5619146, -6.1849632 53.5619125, -6.1849654 53.561536, -6.1845845 53.5614918))",parking,
"POLYGON ((-6.1487717 53.4870253, -6.1488946 53.4870307, -6.1490084 53.4870347, -6.148903 53.4873516, -6.1492898 53.4873681, -6.1492923 53.487472, -6.1494103 53.4875574, -6.1494841 53.4876443, -6.1494801 53.4879104, -6.149068 53.4878918, -6.1489754 53.4878431, -6.1490528 53.4875249, -6.1486869 53.4874786, -6.1487003 53.4874095, -6.1487049 53.4873669, -6.1487647 53.4873657, -6.1487725 53.4873185, -6.1487085 53.4873106, -6.1487717 53.4870253))",parking,
"POLYGON ((-6.1492578 53.4870152, -6.1497798 53.4870721, -6.1499412 53.4865482, -6.1493629 53.4864665, -6.1493797 53.486402, -6.1491265 53.4863698, -6.1490501 53.486608, -6.1491389 53.4866202, -6.149123 53.4866873, -6.1492097 53.4866972, -6.1491854 53.4867572, -6.149333 53.4867793, -6.1492578 53.4870152))",parking,SuperValu car park
"POLYGON ((-6.1485835 53.4864021, -6.1476931 53.4862646, -6.147846 53.4858359, -6.1487466 53.4859916, -6.1485835 53.4864021))",parking,
"POLYGON ((-6.1650619 53.4141292, -6.1650808 53.4140867, -6.165039 53.4140499, -6.1650522 53.4140019, -6.1650417 53.4139414, -6.1649994 53.413905, -6.1649337 53.4138746, -6.1649452 53.4138583, -6.1643649 53.4137659, -6.1643532 53.4137892, -6.1632248 53.413599, -6.1631416 53.4136073, -6.1630523 53.4136357, -6.1630092 53.4136679, -6.1629814 53.4137202, -6.1629475 53.4137331, -6.1628931 53.4137709, -6.1628903 53.4137902, -6.1650619 53.4141292))",parking,
"POLYGON ((-6.1185213 53.5741493, -6.1186058 53.5745084, -6.1186324 53.5746212, -6.1186571 53.574726, -6.1194246 53.574633, -6.1195395 53.5745834, -6.1194403 53.5744904, -6.1195343 53.5744625, -6.1189495 53.5739757, -6.1188343 53.5739882, -6.1185213 53.5741493))",parking,
"POLYGON ((-6.1278011 53.4433073, -6.1277231 53.4435921, -6.1273401 53.4435535, -6.1266288 53.4434859, -6.1266678 53.4433434, -6.1268482 53.4433609, -6.1269748 53.4433732, -6.1270137 53.4432309, -6.1278011 53.4433073))",parking,
"POLYGON ((-6.1378287 53.4199417, -6.1372507 53.4203128, -6.1375259 53.4204651, -6.1378208 53.4202932, -6.1381845 53.4205178, -6.1383319 53.420426, -6.1379027 53.4202464, -6.1379119 53.4199645, -6.1378287 53.4199417))",parking,
"POLYGON ((-6.2381751 53.4287283, -6.2385065 53.4283349, -6.2384554 53.4283205, -6.2385285 53.4282281, -6.2385796 53.4282425, -6.2386804 53.4281224, -6.2386249 53.4281074, -6.2388152 53.4278971, -6.2387623 53.4278799, -6.2387837 53.4278521, -6.2386214 53.4278031, -6.2386588 53.4277564, -6.2386296 53.4277476, -6.2387384 53.4276118, -6.2388404 53.4276388, -6.2390273 53.4274074, -6.2388893 53.4273677, -6.2390294 53.4272054, -6.2390496 53.4271807, -6.2391201 53.4271998, -6.2402693 53.4275353, -6.2401451 53.427682, -6.2401759 53.4276912, -6.2401991 53.4276982, -6.2401209 53.4277905, -6.2400669 53.4277743, -6.239912 53.4279572, -6.2399448 53.4279805, -6.2399587 53.4280157, -6.2399536 53.428048, -6.2397873 53.4282402, -6.2397419 53.4282635, -6.2396953 53.4282703, -6.2396449 53.4282688, -6.2396099 53.4283108, -6.2395227 53.4284154, -6.2394907 53.4284492, -6.2393842 53.4285623, -6.2394383 53.428578, -6.2393583 53.428672, -6.239313 53.4286577, -6.2390862 53.4289145, -6.2389349 53.4289655, -6.2387716 53.4289122, -6.238725 53.4289287, -6.238691 53.428958, -6.238628 53.4289723, -6.2385826 53.4289738, -6.2382726 53.4288754, -6.2382386 53.4288582, -6.2382159 53.4288266, -6.2382147 53.4287868, -6.2382449 53.4287493, -6.2381751 53.4287283))",parking,T2 Short Term
"POLYGON ((-6.240572 53.4281733, -6.2403771 53.4281012, -6.2402934 53.4280957, -6.2401047 53.4282297, -6.2395687 53.4288642, -6.2394997 53.4289361, -6.2393791 53.4290328, -6.2393918 53.4290896, -6.2397873 53.4291317, -6.2402725 53.4291555, -6.2409056 53.4284302, -6.2408124 53.4282894, -6.240572 53.4281733))",parking,T2 Surface
"POLYGON ((-6.2269453 53.4203347, -6.2271259 53.4203232, -6.2274478 53.4192357, -6.2247337 53.4186999, -6.2239188 53.4186224, -6.2232452 53.4185553, -6.2230492 53.4189015, -6.2226851 53.4195219, -6.2221225 53.4205373, -6.226844 53.4205953, -6.2269288 53.4205667, -6.2268456 53.4203404, -6.2269453 53.4203347))",parking,
"POLYGON ((-6.2219048 53.4538724, -6.221984 53.453917, -6.2215564 53.4542509, -6.2214553 53.4543298, -6.2213794 53.4542931, -6.2213742 53.4542953, -6.2215064 53.4541904, -6.2214322 53.4541517, -6.2218449 53.453848, -6.2219048 53.4538724))",parking,Car Park F
"POLYGON ((-6.2215053 53.453607, -6.2212781 53.4535075, -6.2213894 53.4534081, -6.2207911 53.4531582, -6.2207749 53.4530823, -6.2208908 53.4530892, -6.2209465 53.453172, -6.2210485 53.4531541, -6.2210392 53.4531002, -6.2215957 53.4531513, -6.2217372 53.4532176, -6.2217836 53.4532963, -6.2217928 53.4533791, -6.2217186 53.4534564, -6.2215053 53.453607))",parking,Car Park E
"POLYGON ((-6.2370109 53.3800768, -6.2367756 53.3803366, -6.2362127 53.3801548, -6.2364031 53.3799481, -6.2365 53.3799772, -6.2365377 53.3799325, -6.2366745 53.3799736, -6.2367737 53.3798618, -6.2368823 53.3798954, -6.2367952 53.3800072, -6.2370109 53.3800768))",parking,
"POLYGON ((-6.2473263 53.3789458, -6.2475044 53.3790159, -6.2478756 53.3788584, -6.2488015 53.3791343, -6.2491916 53.3791491, -6.2498864 53.379349, -6.2497491 53.3795553, -6.248683 53.380595, -6.247688 53.3802342, -6.2466328 53.3797049, -6.2471724 53.3791097, -6.2473263 53.3789458))",college,Plunket College of Further Education
"POLYGON ((-6.2472571 53.3795257, -6.2480151 53.3797591, -6.2479089 53.3798939, -6.2476285 53.3798176, -6.2475816 53.3798848, -6.2470864 53.3797378, -6.2472571 53.3795257))",parking,
"POLYGON ((-6.064556 53.3884, -6.0643866 53.3884401, -6.0638691 53.3884767, -6.0638134 53.3884017, -6.0641963 53.3883742, -6.0645248 53.3883431, -6.064556 53.3884))",parking,
"POLYGON ((-6.2156641 53.5377785, -6.2157239 53.5378409, -6.2157806 53.5379001, -6.2155206 53.537988, -6.215458 53.5379227, -6.2154041 53.5378665, -6.2156641 53.5377785))",parking,Staff Car Park
"POLYGON ((-6.2157804 53.5376564, -6.2159532 53.537871, -6.215933 53.5379675, -6.216028 53.5380051, -6.2161085 53.5379778, -6.216146 53.5380186, -6.2163802 53.5379279, -6.2167286 53.5377711, -6.2169245 53.5376481, -6.2170167 53.5375714, -6.2170742 53.5375112, -6.2170232 53.537494, -6.2170696 53.5374373, -6.216906 53.5373928, -6.2169914 53.5372788, -6.2170694 53.5371466, -6.2171214 53.5370062, -6.2171555 53.5368643, -6.2170885 53.5368632, -6.2170935 53.5368337, -6.2171068 53.5367557, -6.2170993 53.5366849, -6.2170544 53.5366462, -6.2169665 53.5366239, -6.2168424 53.5366311, -6.2167674 53.5366668, -6.2167486 53.536761, -6.2167102 53.536966, -6.2166523 53.537103, -6.216577 53.5372105, -6.2164903 53.5372978, -6.2164112 53.5372682, -6.2162931 53.5373621, -6.2161437 53.5374438, -6.2161787 53.5374729, -6.215854 53.5376066, -6.2158669 53.5376274, -6.2157804 53.5376564))",parking,
"POLYGON ((-6.2097841 53.5409365, -6.2095851 53.541193, -6.2098176 53.5413279, -6.2101059 53.5414682, -6.2103198 53.5415423, -6.2105152 53.5415578, -6.2107365 53.5415467, -6.2109579 53.5415246, -6.2112034 53.5414284, -6.2114713 53.5412903, -6.2115866 53.5411609, -6.2115401 53.5410515, -6.2113727 53.540941, -6.2111476 53.5409255, -6.2109523 53.5409697, -6.2107477 53.5411222, -6.2105859 53.5412394, -6.2098511 53.5408868, -6.2097841 53.5409365))",parking,
"POLYGON ((-6.2356996 53.4236919, -6.2350121 53.4245292, -6.2356838 53.4247329, -6.2364048 53.4238964, -6.2356996 53.4236919))",parking,
"POLYGON ((-6.236156 53.4236139, -6.2352236 53.4233304, -6.2353068 53.4232281, -6.2361194 53.4234833, -6.2362019 53.4235597, -6.236156 53.4236139))",parking,
"POLYGON ((-6.2333757 53.4250948, -6.2322067 53.4247368, -6.2320169 53.4249595, -6.2319379 53.4249352, -6.2324439 53.42435, -6.2313827 53.4240167, -6.2307974 53.4239135, -6.2302561 53.4237437, -6.2303131 53.4236688, -6.2303892 53.4236251, -6.2305204 53.423584, -6.2306462 53.4235863, -6.2307828 53.4236094, -6.2311557 53.4237084, -6.2325953 53.4241652, -6.2325583 53.4242145, -6.2331008 53.4243968, -6.2330135 53.4245166, -6.2331087 53.4245454, -6.2330312 53.4246436, -6.2331956 53.4246941, -6.2330887 53.4248235, -6.2334977 53.4249509, -6.2333757 53.4250948))",parking,
"POLYGON ((-6.247779 53.3508458, -6.2478253 53.3505785, -6.2478652 53.3503486, -6.2475457 53.3503288, -6.2474101 53.3503046, -6.2470163 53.3502795, -6.2466617 53.3502525, -6.2466282 53.3503933, -6.2466853 53.350398, -6.2466672 53.3504885, -6.2466277 53.3507657, -6.2469139 53.3507876, -6.2472587 53.3508127, -6.2473107 53.3508165, -6.2474633 53.3508276, -6.2476358 53.3508376, -6.247779 53.3508458))",parking,
"POLYGON ((-6.2534613 53.3595968, -6.2537629 53.3590643, -6.2531455 53.358933, -6.2531477 53.3589286, -6.2530927 53.3589177, -6.2528208 53.3588653, -6.2525685 53.3593243, -6.2525741 53.3593622, -6.2526377 53.3594095, -6.2533313 53.3595673, -6.2534613 53.3595968))",parking,Canal Car Park
"POLYGON ((-6.2451074 53.3769914, -6.2448836 53.3773242, -6.2448494 53.377375, -6.244719 53.3773456, -6.2445568 53.3772981, -6.2444408 53.37742, -6.2445957 53.377473, -6.2442329 53.3778828, -6.2437125 53.377702, -6.2441685 53.3767404, -6.2444394 53.3766412, -6.2445387 53.3766428, -6.2446423 53.3766645, -6.2448927 53.3768604, -6.2449383 53.3769132, -6.2449679 53.3769572, -6.2451074 53.3769914))",parking,Regency Hotel Carpark
"POLYGON ((-6.2476908 53.3778323, -6.2478272 53.3776199, -6.2472912 53.377498, -6.2472369 53.3775187, -6.2471137 53.3775119, -6.2469897 53.3777153, -6.2475017 53.3778334, -6.2475263 53.3777941, -6.2476908 53.3778323))",parking,Centra Carpark
